rowid,consumption,income,floor_area,property_age,tenure,bedrooms,property_type,region,country,adults,scaled_income
1110,18631.5459021822,48697.5975957142,Over 250,Post 1999,NA,4,detached,South East,England,2,1.474763118795995
1111,11518.9072669667,33099.8309852738,50 or less,1945 to 1964,Council/Housing Association,4,converted flat,York and Humber,England,5 or more,-0.030718833152431797
1112,17636.2710786565,36047.0482742015,151 to 200,1945 to 1964,Council/Housing Association,6,detached,West Midlands,England,4,0.253743843316975
1113,16610.9033406489,25063.0960142862,151 to 200,Post 1999,NA,5,mid terraced,East Midlands,England,5 or more,-0.8064170310800763
1114,19190.1702230982,29162.679248984,51 to 100,Pre 1919,Owner-occupied,6,purpose built flat,South West,England,3,-0.4107290634054765
1115,15307.8230470863,38402.2039339915,151 to 200,1945 to 1964,Council/Housing Association,5,NA,East of England,England,1,0.4810612810243547
1116,9714.00384371926,25479.9070095711,151 to 200,1984 to 1992,Council/Housing Association,6,purpose built flat,York and Humber,England,5 or more,-0.7661868207911842
1117,18140.4812871379,47221.8162162113,50 or less,1993 to 1999,Owner-occupied,4,converted flat,London,England,5 or more,1.3323220701925351
1118,11500.6671785414,15068.5518470302,51 to 100,1945 to 1964,Privately rented,5,purpose built flat,London,England,5 or more,-1.7710811549607255
1119,16947.6789758052,38837.7144078254,201 to 250,Post 1999,Council/Housing Association,5,purpose built flat,NA,NA,2,0.5230963476218111
1120,21915.2997911823,35683.8171113568,50 or less,1919 to 1944,NA,7,converted flat,East Midlands,England,2,0.21868510871057908
1121,8509.75961502397,41087.1690356509,51 to 100,1919 to 1944,NA,5,purpose built flat,North East,England,1,0.7402116198590163
1122,21434.1964060222,44110.5784804053,201 to 250,Post 1999,Privately rented,6,end terrace,South East,England,3,1.0320282924704323
1123,20526.4087778185,29638.8080981192,50 or less,Post 1999,Owner-occupied,5,mid terraced,West Midlands,England,1,-0.36477354893488406
1124,12366.5626209536,18965.5795066236,51 to 100,1945 to 1964,Council/Housing Association,6,end terrace,Wales,Wales,4,-1.3949436633383892
1125,13572.4430000218,34527.9857386793,Over 250,Pre 1919,Privately rented,5,end terrace,South West,England,1,0.10712533771765846
1126,11686.2626647435,34271.96890065683,51 to 100,1965 to 1983,Privately rented,6,mid terraced,York and Humber,England,5 or more,0.08241483020309245
1127,12187.1386010524,30236.3479291595,50 or less,1984 to 1992,Privately rented,5,converted flat,York and Humber,England,5 or more,-0.3070995592112948
1128,17172.5623976664,34375.6222577031,201 to 250,1919 to 1944,Privately rented,5,semi-detached,North East,England,4,0.09241935599126366
1129,10763.6374771135,35745.9979295921,Over 250,1919 to 1944,Owner-occupied,5,purpose built flat,London,England,2,0.22468674355668372
1130,13836.0999634975,22590.8299746952,201 to 250,1919 to 1944,Owner-occupied,6,mid terraced,South East,England,5 or more,-1.0450378539181338
